train_loss,train_acc,val_loss,val_acc,val_auc,val_f1
0.06856671848936238,65.24432209222299,0.03820226299207522,81.04925053533191,0.9074773621986985,0.6889279437609842
0.03357137641975245,84.99655884377151,0.027375337558078562,87.79443254817987,0.9525570460347879,0.7816091954022989
0.031158529248504797,88.34595090617114,0.023404343179337345,88.0085653104925,0.971365247684179,0.7985611510791367
0.0260086728310771,89.12594631796284,0.021937937340130772,90.68522483940043,0.9827775158724814,0.8385899814471243
0.0341844538670699,89.30947465014911,0.02229869413554541,89.61456102783725,0.9695468766262789,0.8145315487571702
0.024131746534929003,91.51181463638449,0.019320032932263115,92.29122055674519,0.9794530192918761,0.8599221789883269
0.021443895625566284,92.15416379903648,0.017960216235808183,95.5032119914347,0.989040793960804,0.9078947368421053
0.020505359655715753,92.91121816930489,0.024904505826325436,90.68522483940043,0.9624938010077572,0.8263473053892215
0.02383268329956494,91.3512273457215,0.023707967229602295,92.3982869379015,0.9714938193751417,0.8588469184890656
0.020585318413687208,92.86533608625831,0.022106779394252526,96.14561027837259,0.9880060979716285,0.9243697478991597
0.014798388638868877,94.03532920394586,0.017403744260842336,96.8950749464668,0.9926346788462833,0.9406952965235174
0.017417812844288408,94.33356274374857,0.4823432258416039,90.68522483940043,0.9141875799746529,0.8168421052631579
0.04877086457405192,86.96948841477403,0.019861573439163237,91.32762312633832,0.9763734211702473,0.8396039603960396
0.024251751035937314,91.39710942876806,0.01604981446435288,93.79014989293361,0.987357117055341,0.88671875
0.017852956445788975,93.27827483367744,0.01983521395707922,95.18201284796574,0.9917714117783913,0.8979591836734694
0.017943994549234905,93.30121587520074,0.014749939443754946,97.10920770877944,0.9893897742648454,0.9429175475687104
0.013552888957807083,95.36590961229639,0.010244663497652436,96.8950749464668,0.9950714185130991,0.9389473684210526
0.014169783636766936,94.79238357421427,0.009283915190006221,97.4304068522484,0.9947163157475831,0.9497907949790795
0.012498199319273377,95.25120440467997,0.011311883118793336,96.8950749464668,0.9942693760599511,0.9362637362637363
0.011297881030471708,95.75590731819224,0.013182094071371525,96.03854389721627,0.9916244727030055,0.9204301075268817
0.011198317575674178,96.05414085799495,0.009008828777923574,97.53747323340471,0.9963877477300975,0.9513742071881607
0.012332742956904326,95.27414544620326,0.010062879457974077,97.4304068522484,0.9951510105122663,0.9491525423728814
0.00927540524525599,96.3064923147511,0.009218753568780243,96.78800856531049,0.995206112665536,0.9377593360995851
0.010378983411036328,96.4441385638908,0.008695168828499968,97.10920770877944,0.9956163175843216,0.9438669438669439
0.011308566342170125,96.10002294104153,0.013119376606529287,96.78800856531049,0.9914714111661453,0.9372384937238494
0.011117738520386423,95.59532002752925,0.0091121027637991,97.10920770877944,0.9946550911328391,0.9440993788819876
0.00804958305243436,96.4441385638908,0.008523563034752707,98.0728051391863,0.996038767426056,0.9621848739495799
0.011534676780267426,96.1459050240881,0.01190361915439431,96.57387580299786,0.9918387588546098,0.9324894514767933
0.009190776790537104,96.62766689607709,0.008205911649163709,96.68094218415418,0.9957510117367586,0.9366053169734151
0.0091493013149487,96.49002064693737,0.016285191813077003,96.14561027837259,0.9951142757434198,0.918918918918919
0.011210225454789492,95.73296627666896,0.008697270312021452,96.57387580299786,0.9953040720491266,0.9338842975206612
